Date,Natural Gas Price,Crude Oil Price,US Dollar Index,GDP,Natural Gas Production,Net Imports,Natural Gas Consumption,US total natural gas proved reserves (trillion cubic feet)
2019-03-01,2.662,60.14,97.28,20819.269,27.74454,-1.06658,29.999229999999997,464.29200000000003
2019-04-01,2.575,63.91,97.48,21013.085,27.66868,-0.7390000000000001,34.25044,464.29200000000003
2019-05-01,2.454,53.5,97.75,21013.085,25.16133,-0.9661000000000001,30.200760000000002,464.29200000000003
2019-06-01,2.308,58.47,96.13,21013.085,27.98471,-1.2055,29.28525,464.29200000000003
2019-07-01,2.233,58.58,98.52,21272.448,27.213060000000002,-1.31654,22.134980000000002,464.29200000000003
2019-08-01,2.285,55.1,98.92,21272.448,28.33477,-1.60917,21.351370000000003,464.29200000000003
2019-09-01,2.33,54.07,99.38,21272.448,27.496370000000002,-1.59063,21.202689999999997,464.29200000000003
2019-10-01,2.633,54.18,97.35,21531.839,28.56964,-1.6299299999999999,23.9518,464.29200000000003
2019-11-01,2.281,55.17,98.27,21531.839,29.264290000000003,-1.64907,24.351689999999998,464.29200000000003
2019-12-01,2.189,61.06,96.39,21531.839,28.428620000000002,-1.86225,22.0712,504.50100000000003
2020-01-01,1.841,51.56,97.39,21706.532,29.63416,-2.15237,23.074679999999997,504.50100000000003
2020-02-01,1.684,44.76,98.13,21706.532,29.148429999999998,-2.1818,27.842280000000002,504.50100000000003
2020-03-01,1.64,20.48,99.05,21706.532,30.08614,-2.25704,31.71583,504.50100000000003
2020-04-01,1.949,18.84,99.02,21538.032,29.550970000000003,-2.4836300000000002,33.20552,504.50100000000003
2020-05-01,1.849,35.49,98.34,21538.032,27.612220000000004,-2.15917,30.585189999999997,504.50100000000003
2020-06-01,1.751,39.27,97.39,21538.032,29.57002,-2.84206,27.2199,504.50100000000003
2020-07-01,1.799,40.27,93.35,19636.731,27.8641,-2.30717,22.56849,504.50100000000003
2020-08-01,2.63,42.61,92.14,19636.731,27.079530000000002,-2.08954,20.721610000000002,504.50100000000003
2020-09-01,2.527,40.22,93.89,19636.731,26.57961,-1.51009,21.27914,504.50100000000003
2020-10-01,3.354,35.79,94.04,21362.428,27.95189,-1.3874799999999998,24.64089,504.50100000000003
2020-11-01,2.882,45.34,91.87,21362.428,27.861680000000003,-1.48878,23.99535,504.50100000000003
2020-12-01,2.539,48.52,89.94,21362.428,26.991930000000004,-2.21199,21.511799999999997,504.50100000000003
2021-01-01,2.564,52.2,90.58,21704.706,27.678939999999997,-2.8231400000000004,23.15892,494.911
2021-02-01,2.771,61.5,90.88,21704.706,27.611410000000003,-3.1664,24.41945,494.911
2021-03-01,2.608,59.16,93.23,21704.706,28.57517,-2.86558,31.82826,494.911
2021-04-01,2.931,63.58,91.28,22313.85,28.83578,-2.7944999999999998,33.360749999999996,494.911
2021-05-01,3.055,66.32,90.03,22313.85,24.12171,-1.5212700000000001,30.96808,494.911
2021-06-01,3.65,73.47,92.44,22313.85,29.07236,-3.56687,26.390459999999997,494.911
2021-07-01,3.914,73.95,92.17,23046.934,28.37647,-3.55964,22.70737,494.911
2021-08-01,4.377,68.5,92.63,23046.934,29.29661,-3.73167,21.15059,494.911
2021-09-01,5.867,75.03,94.23,23046.934,28.2602,-3.31305,22.40571,494.911
2021-10-01,5.426,83.57,94.12,23550.42,29.42674,-3.3826799999999997,24.156,494.911
2021-11-01,4.567,66.18,95.99,23550.42,29.55658,-3.4261399999999997,24.355999999999998,494.911
2021-12-01,3.73,75.21,95.97,23550.42,28.542800000000003,-3.15377,21.35648,494.911
2022-01-01,4.874,88.15,96.54,24349.121,30.009510000000002,-3.16852,22.582089999999997,494.911
2022-02-01,4.402,95.72,96.71,24349.121,29.31187,-3.14578,26.80171,473.285
2022-03-01,5.642,100.28,98.31,24349.121,30.367350000000002,-3.6826,30.01161,473.285
2022-04-01,7.244,104.69,102.96,24740.48,29.53293,-3.13924,35.94499,473.285
2022-05-01,8.145,114.67,101.75,24740.48,26.472040000000003,-2.8764100000000004,30.611790000000003,473.285
2022-06-01,5.424,105.76,104.68,24740.48,29.584690000000002,-3.78099,27.84093,473.285
2022-07-01,7.926,98.62,106.0,25248.476,28.95008,-3.4140699999999997,23.71253,473.285
2022-08-01,9.127,89.55,108.85,25248.476,30.30098,-3.83564,22.44844,473.285
2022-09-01,7.065,79.49,112.12,25248.476,29.55154,-3.2181599999999997,23.249290000000002,473.285
2022-10-01,6.355,86.53,111.54,25723.941,30.546750000000003,-2.99443,25.9675,473.285
2022-11-01,6.93,80.56,105.87,25723.941,30.75377,-3.19104,25.60929,473.285
2022-12-01,5.079,79.81,104.06,25723.941,29.97484,-2.92123,23.069070000000004,473.285
